"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","29751","Connexion avec un utilisateur valide","Login Swag Labs","2026-07-24","passed","2026-07-24","","","",""
